label,Image,Mask
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\16_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\16_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\17_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\17_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\17_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\17_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\18_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\18_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\18_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\18_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\19_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\19_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\19_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\19_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\20_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\20_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\20_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\20_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\21_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\21_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\21_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\21_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\22_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\22_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\22_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\22_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\23_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\23_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\23_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\23_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\24_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\24_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\24_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\24_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\25_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\25_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\25_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\25_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\26_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\26_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\26_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\26_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\27_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\27_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\27_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\27_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\28_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\28_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\28_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\28_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\29_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\29_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\29_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\29_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\30_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\30_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\30_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\30_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\31_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\31_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\31_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\31_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\32_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\32_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\32_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\32_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\33_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\33_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\33_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\33_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\34_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\34_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\34_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\34_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\35_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\35_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\35_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\35_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\36_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\36_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\36_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\36_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\37_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\37_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\37_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\37_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\38_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\38_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\38_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\38_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\39_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\39_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\39_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\39_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\40_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\40_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\40_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\40_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\41_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\41_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\41_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\41_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\42_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\42_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\42_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\42_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\43_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\43_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\43_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\43_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\44_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\44_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\44_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\44_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\45_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\45_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\45_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\45_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\46_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\46_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\46_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\46_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\47_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\47_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\47_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\47_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\48_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\48_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\48_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\48_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\49_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\49_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\49_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\49_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\50_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\50_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\50_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\50_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\51_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\51_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\51_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\51_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\52_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\52_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\52_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\52_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\53_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\53_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\53_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\53_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\54_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\54_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\54_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\54_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\55_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\55_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\55_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\55_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\56_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\56_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\56_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\56_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\57_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\57_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\57_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\57_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\58_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\58_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\58_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\58_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\59_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\59_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\59_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\59_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\60_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\60_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\60_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\60_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\61_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\61_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\61_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\61_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\62_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\62_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\62_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\62_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\63_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\63_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\63_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\63_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\64_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\64_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\64_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\64_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\65_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\65_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\65_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\65_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\66_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\66_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\66_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\66_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\67_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\67_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\67_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\67_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\68_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\68_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\68_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\68_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\69_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\69_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\69_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\69_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\70_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\70_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\70_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\70_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\71_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\71_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\71_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\71_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\72_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\72_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\72_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\72_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\73_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\73_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\73_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\73_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\74_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\74_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\74_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\74_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\75_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\75_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\75_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\75_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\76_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\76_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\76_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\76_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\77_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\77_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\77_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\77_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\78_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\78_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\78_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\78_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\79_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\79_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\79_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\79_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\80_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\80_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\80_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\80_2.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\81_1.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\81_1.bmp
0,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\image\81_2.bmp,G:\graduation project\TN-SCUI2020\my_code\VNet\augtrain\mask\81_2.bmp
